Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
Afternoon,Monday,18-30,Male,Employee,2-5yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Monday,18-30,Male,Owner,Above 10yr,Lorry (41 - 100 Quintal),Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Sunday,Over 51,Male,Employee,1-2yr,Automobile,Owner,Public,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
Morning,Sunday,Over 51,Male,Employee,5-10yr,Pick up upto 10 Quintal,Governmental,Public,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Evening,Thursday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Urban,Double carriageway (median),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Evening,Thursday,18-30,Male,Employee,2-5yr,Public (13 - 45 seats),Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Thursday,31-50,Male,Employee,2-5yr,Long lorry,Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,18-30,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Late Night,Sunday,18-30,Unknown,Employee,2-5yr,Automobile,Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,1,Moving forward,Male,31-50,2,,,Not a Pedestrian,Driving carelessly,Slight Injury
Late Night,Sunday,Over 51,Male,Employee,Above 10yr,Automobile,Owner,Public,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Late Night,Thursday,18-30,Male,Employee,Above 10yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Late Night,Thursday,31-50,Male,Employee,5-10yr,Automobile,Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Other,Slight Injury
Late Night,Monday,18-30,Male,Employee,5-10yr,Long lorry,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Late Night,Monday,18-30,Male,Employee,2-5yr,Public (12 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Monday,18-30,Male,Employee,5-10yr,Public (12 seats),Owner,Other,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Stopping,Male,18-30,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Monday,Over 51,Male,Employee,5-10yr,Other,Governmental,Urban,Two-way (divided with broken lines road marking),,Crossing,Earth roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Monday,31-50,Unknown,Employee,Above 10yr,Other,Owner,Public,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,2,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury
Late Night,Thursday,Under 18,Male,Employee,5-10yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
Late Night,Thursday,Under 18,Male,Employee,Above 10yr,Public (12 seats),Owner,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
Late Night,Thursday,Under 18,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,na,na,na,,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
Late Night,Thursday,Under 18,Male,Employee,5-10yr,Other,Owner,Urban,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,na,na,na,,,Not a Pedestrian,No priority to vehicle,Serious Injury
Late Night,Monday,Over 51,Male,Employee,1-2yr,Public (12 seats),Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Turning,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
Late Night,Monday,31-50,Unknown,Employee,5-10yr,Other,Governmental,Urban,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
Late Night,Monday,31-50,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Urban,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Evening,Friday,18-30,Male,Employee,2-5yr,Other,Owner,Other,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Unknown,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
Evening,Friday,31-50,Male,Employee,5-10yr,Other,Owner,Public,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Evening,Monday,31-50,Unknown,Unknown,5-10yr,Other,Owner,Urban,,Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Friday,18-30,Male,Employee,Above 10yr,Pick up upto 10 Quintal,Owner,Public,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Late Night,Saturday,Unknown,Female,Employee,Above 10yr,Automobile,Owner,Urban,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Turning,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
Late Night,Saturday,18-30,Unknown,Employee,Below 1yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,,Normal,Not a Pedestrian,Other,Slight Injury
Late Night,Saturday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Late Night,Saturday,18-30,Male,Owner,5-10yr,Public (13 - 45 seats),Owner,Urban,Two-way (divided with broken lines road marking),,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Unknown,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Wednesday,31-50,Male,Employee,2-5yr,Automobile,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
Evening,Wednesday,18-30,Male,Employee,Above 10yr,Pick up upto 10 Quintal,Governmental,Urban,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Friday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Afternoon,Friday,31-50,Male,Employee,Above 10yr,Public (12 seats),Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Friday,18-30,Male,Employee,Below 1yr,Other,Owner,Urban,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving backward,Male,18-30,2,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Afternoon,Tuesday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Organization,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,Female,18-30,3,,,Not a Pedestrian,No priority to vehicle,Serious Injury
Morning,Monday,Under 18,Unknown,Employee,5-10yr,Pick up upto 10 Quintal,Governmental,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Monday,Over 51,Male,Employee,5-10yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Turnover,Slight Injury
Evening,Saturday,31-50,Male,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Other,other,Tangent road with flat terrain,No junction,Other,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Turning,Male,Under 18,3,Driver,Deaf,Not a Pedestrian,Driving to the left,Slight Injury
Late Night,Sunday,18-30,Male,Employee,5-10yr,Ridden horse,Owner,Urban,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Late Night,Sunday,18-30,Male,Employee,1-2yr,Automobile,Owner,Public,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving to the left,Slight Injury
Late Night,Sunday,18-30,Male,Employee,5-10yr,Automobile,Owner,Urban,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,3,Moving forward,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Afternoon,Wednesday,31-50,Male,Owner,1-2yr,Stationwagen,Owner,Public,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Evening,Saturday,Under 18,Male,Employee,5-10yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving backward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Evening,Saturday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
Late Night,Friday,31-50,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Public,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights unlit,Normal,Vehicle Collision,1,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
Afternoon,Saturday,18-30,Unknown,Employee,5-10yr,Long lorry,Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Late Night,Friday,31-50,Male,Owner,Below 1yr,Stationwagen,Owner,Other,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,1,Moving backward,na,na,na,Student,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Friday,31-50,Male,Employee,Below 1yr,Public (12 seats),Owner,Urban,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Employee,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
Morning,Friday,31-50,Male,Employee,5-10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
Evening,Thursday,Under 18,Male,Employee,Below 1yr,Public (12 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,1,2,Moving forward,Male,31-50,3,Other,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
Evening,Thursday,Under 18,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Urban,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,1,2,Stopping,na,na,na,,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
Late Night,Friday,18-30,Unknown,Employee,2-5yr,Automobile,Owner,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,1,4,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the right,Slight Injury
Late Night,Friday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Public,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,1,4,Moving forward,Male,31-50,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
Late Night,Friday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,4,Unknown,Male,18-30,3,Employee,,Not a Pedestrian,Overtaking,Slight Injury
Late Night,Friday,18-30,Unknown,Owner,5-10yr,Pick up upto 10 Quintal,Owner,Urban,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,4,Moving forward,Female,Over 51,3,Driver,,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Saturday,18-30,Male,Employee,5-10yr,Other,Owner,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,Under 18,1,Driver,,Not a Pedestrian,No distancing,Slight Injury
Morning,Friday,Under 18,Male,Owner,5-10yr,Automobile,Owner,Urban,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Stopping,Male,18-30,3,Driver,,Not a Pedestrian,Other,Slight Injury
Late Night,Sunday,18-30,Male,Employee,2-5yr,Automobile,Owner,Urban,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Late Night,Sunday,31-50,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Late Night,Sunday,31-50,Male,Employee,Below 1yr,Bajaj,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,2,Moving forward,Male,Over 51,3,Other,Normal,Not a Pedestrian,Overtaking,Slight Injury
